Date,Price,Open,High,Low,Vol.,Change %
16-Jul-18,1725.33,"1,730.67","1,733.42","1,724.06",-,0.01%
13-Jul-18,1725.14,"1,721.33","1,728.36","1,717.05",-,0.05%
12-Jul-18,1724.36,"1,714.32","1,725.59","1,710.65",-,0.45%
11-Jul-18,1716.61,"1,731.64","1,731.64","1,709.47",-,-1.27%
10-Jul-18,1738.74,"1,738.10","1,742.07","1,733.57",-,0.10%
9-Jul-18,1737.00,"1,732.75","1,739.71","1,731.67",-,0.62%
6-Jul-18,1726.31,"1,720.87","1,726.31","1,712.32",-,0.67%
5-Jul-18,1714.88,"1,705.63","1,724.16","1,705.63",-,0.93%
4-Jul-18,1699.10,"1,701.19","1,701.36","1,694.66",-,0.02%
3-Jul-18,1698.70,"1,687.40","1,706.25","1,686.17",-,1.19%
2-Jul-18,1678.76,"1,693.39","1,693.39","1,675.37",-,-1.40%
29-Jun-18,1702.61,"1,691.48","1,708.43","1,691.48",-,1.60%
28-Jun-18,1675.74,"1,677.85","1,687.20","1,669.25",-,-0.91%
27-Jun-18,1691.08,"1,689.13","1,701.17","1,670.89",-,0.17%
26-Jun-18,1688.19,"1,694.12","1,697.36","1,684.22",-,-0.09%
25-Jun-18,1689.65,"1,714.77","1,714.77","1,689.65",-,-1.83%
22-Jun-18,1721.16,"1,700.19","1,721.59","1,700.19",-,1.50%
21-Jun-18,1695.67,"1,701.19","1,710.96","1,691.46",-,-0.64%
20-Jun-18,1706.55,"1,700.24","1,718.00","1,700.24",-,0.38%
19-Jun-18,1700.17,"1,715.07","1,715.07","1,691.08",-,-1.11%
18-Jun-18,1719.29,"1,725.22","1,725.78","1,712.24",-,-0.85%
15-Jun-18,1734.02,"1,744.47","1,747.83","1,731.89",-,-1.27%
14-Jun-18,1756.26,"1,758.28","1,758.97","1,746.26",-,0.18%
13-Jun-18,1753.04,"1,747.54","1,757.03","1,744.33",-,0.05%
12-Jun-18,1752.21,"1,752.33","1,760.92","1,747.45",-,-0.30%
11-Jun-18,1757.56,"1,749.88","1,759.07","1,746.76",-,1.06%
8-Jun-18,1739.06,"1,746.88","1,746.88","1,728.05",-,-0.69%
7-Jun-18,1751.16,"1,752.17","1,764.77","1,747.16",-,0.15%
6-Jun-18,1748.57,"1,740.17","1,749.54","1,738.41",-,0.92%
5-Jun-18,1732.60,"1,742.97","1,749.55","1,732.60",-,-0.56%
4-Jun-18,1742.36,"1,742.33","1,752.79","1,739.48",-,0.58%
1-Jun-18,1732.33,"1,716.18","1,740.39","1,716.18",-,0.88%
31-May-18,1717.22,"1,730.76","1,738.67","1,710.71",-,-0.15%
30-May-18,1719.79,"1,709.87","1,725.46","1,706.19",-,0.71%
29-May-18,1707.66,"1,724.11","1,724.56","1,695.73",-,-1.81%
28-May-18,1739.22,"1,756.14","1,762.42","1,735.67",-,-0.59%
25-May-18,1749.62,"1,760.58","1,767.80","1,742.27",-,-0.47%
24-May-18,1757.96,"1,769.36","1,776.79","1,752.93",-,-0.41%
23-May-18,1765.11,"1,788.78","1,788.78","1,760.67",-,-1.73%
22-May-18,1796.15,"1,791.98","1,801.82","1,791.56",-,0.43%
21-May-18,1788.38,"1,780.52","1,792.98","1,780.52",-,0.16%
18-May-18,1785.56,"1,794.65","1,794.65","1,781.96",-,-0.45%
17-May-18,1793.68,"1,783.84","1,796.42","1,782.07",-,0.69%
16-May-18,1781.41,"1,787.41","1,791.27","1,776.74",-,-0.44%
15-May-18,1789.27,"1,794.47","1,798.99","1,779.38",-,-0.82%
14-May-18,1804.10,"1,801.42","1,805.78","1,799.20",-,0.22%
11-May-18,1800.06,"1,792.47","1,801.98","1,791.58",-,0.64%
10-May-18,1788.53,"1,787.43","1,795.53","1,785.21",-,0.09%
9-May-18,1786.99,"1,773.13","1,787.53","1,773.13",-,0.67%
8-May-18,1775.11,"1,782.39","1,784.68","1,767.51",-,-0.39%
7-May-18,1782.09,"1,774.87","1,784.48","1,773.36",-,0.47%
4-May-18,1773.76,"1,769.75","1,778.25","1,762.20",-,0.50%
3-May-18,1764.99,"1,779.72","1,782.51","1,762.73",-,-0.80%
2-May-18,1779.15,"1,777.54","1,788.30","1,775.95",-,0.34%
1-May-18,1773.10,"1,786.25","1,787.23","1,772.41",-,-0.88%
30-Apr-18,1788.79,"1,788.00","1,792.82","1,783.33",-,0.02%
27-Apr-18,1788.36,"1,783.46","1,790.97","1,779.39",-,0.16%
26-Apr-18,1785.44,"1,777.50","1,789.61","1,774.88",-,0.43%
25-Apr-18,1777.76,"1,786.96","1,788.22","1,770.79",-,-1.10%
24-Apr-18,1797.46,"1,794.84","1,801.67","1,791.35",-,-0.03%
23-Apr-18,1798.02,"1,799.77","1,800.31","1,789.85",-,-0.14%
20-Apr-18,1800.48,"1,805.39","1,809.02","1,795.26",-,-0.71%
19-Apr-18,1813.27,"1,815.56","1,818.65","1,805.02",-,-0.09%
18-Apr-18,1814.82,"1,806.96","1,816.04","1,805.77",-,0.56%
17-Apr-18,1804.64,"1,801.22","1,808.28","1,799.97",-,0.64%
16-Apr-18,1793.16,"1,794.65","1,800.43","1,792.52",-,-0.08%
13-Apr-18,1794.59,"1,794.97","1,801.48","1,791.21",-,0.17%
12-Apr-18,1791.51,"1,786.55","1,793.64","1,780.89",-,0.11%
11-Apr-18,1789.58,"1,795.53","1,796.84","1,784.49",-,-0.31%
10-Apr-18,1795.21,"1,784.09","1,796.43","1,783.45",-,1.16%
9-Apr-18,1774.59,"1,771.84","1,778.01","1,768.22",-,0.54%
6-Apr-18,1765.12,"1,758.38","1,772.86","1,756.01",-,-0.09%
5-Apr-18,1766.64,"1,749.71","1,768.41","1,749.71",-,1.83%
4-Apr-18,1734.92,"1,738.35","1,739.96","1,718.28",-,-0.22%
3-Apr-18,1738.71,"1,744.06","1,746.55","1,732.73",-,-0.80%
2-Apr-18,1752.65,"1,755.14","1,755.44","1,749.22",-,0.12%
30-Mar-18,1750.54,"1,750.54","1,750.54","1,750.54",-,0.00%
29-Mar-18,1750.54,"1,746.48","1,760.23","1,745.57",-,0.00%
28-Mar-18,1750.57,"1,737.06","1,750.63","1,726.66",-,0.13%
27-Mar-18,1748.24,"1,754.90","1,762.12","1,744.11",-,0.83%
26-Mar-18,1733.83,"1,737.16","1,752.63","1,728.74",-,-0.03%
23-Mar-18,1734.29,"1,730.86","1,741.21","1,717.21",-,-0.50%
22-Mar-18,1743.07,"1,766.59","1,773.07","1,732.69",-,-1.21%
21-Mar-18,1764.37,"1,769.34","1,775.32","1,760.86",-,-0.18%
20-Mar-18,1767.56,"1,772.07","1,774.63","1,761.07",-,0.05%
19-Mar-18,1766.61,"1,774.17","1,778.94","1,761.95",-,-0.70%
16-Mar-18,1779.14,"1,778.68","1,786.74","1,776.88",-,-0.07%
15-Mar-18,1780.47,"1,782.11","1,786.17","1,774.02",-,0.19%
14-Mar-18,1777.04,"1,781.97","1,790.71","1,774.36",-,-0.44%
13-Mar-18,1784.95,"1,791.86","1,798.39","1,781.01",-,-0.37%
12-Mar-18,1791.49,"1,795.47","1,798.12","1,786.93",-,0.25%
9-Mar-18,1787.07,"1,777.90","1,788.17","1,774.64",-,0.33%
8-Mar-18,1781.11,"1,774.61","1,785.25","1,770.71",-,0.42%
7-Mar-18,1773.64,"1,760.84","1,777.10","1,759.86",-,0.34%
6-Mar-18,1767.60,"1,763.23","1,779.05","1,763.23",-,0.71%
5-Mar-18,1755.13,"1,728.25","1,758.59","1,728.25",-,1.18%
2-Mar-18,1734.60,"1,755.70","1,755.70","1,731.42",-,-1.06%
1-Mar-18,1753.10,"1,770.95","1,774.41","1,749.72",-,-1.39%
28-Feb-18,1777.75,"1,789.10","1,792.69","1,777.26",-,-1.05%
27-Feb-18,1796.53,"1,817.64","1,820.13","1,793.12",-,-0.58%
26-Feb-18,1807.09,"1,810.20","1,817.78","1,803.11",-,0.44%
23-Feb-18,1799.25,"1,799.53","1,801.08","1,791.80",-,0.02%
22-Feb-18,1798.81,"1,783.54","1,803.14","1,776.98",-,-0.18%
21-Feb-18,1802.10,"1,793.40","1,807.28","1,786.74",-,-0.01%
20-Feb-18,1802.23,"1,794.80","1,804.22","1,787.82",-,0.16%
19-Feb-18,1799.33,"1,816.85","1,817.84","1,796.74",-,-1.04%
16-Feb-18,1818.27,"1,820.06","1,829.29","1,808.94",-,0.83%
15-Feb-18,1803.23,"1,803.19","1,812.87","1,796.12",-,1.08%
14-Feb-18,1783.97,"1,769.50","1,791.24","1,742.20",-,1.45%
13-Feb-18,1758.39,"1,764.39","1,767.75","1,757.20",-,0.02%
12-Feb-18,1758.08,"1,744.86","1,768.27","1,744.86",-,1.43%
9-Feb-18,1733.31,"1,757.32","1,761.89","1,726.70",-,-1.55%
8-Feb-18,1760.52,"1,781.23","1,787.01","1,752.58",-,-1.87%
7-Feb-18,1794.12,"1,783.18","1,800.63","1,775.54",-,1.53%
6-Feb-18,1767.17,"1,775.88","1,794.36","1,761.51",-,-3.04%
5-Feb-18,1822.53,"1,842.09","1,843.28","1,818.00",-,-1.68%
2-Feb-18,1853.73,"1,885.26","1,886.11","1,852.16",-,-1.63%
1-Feb-18,1884.41,"1,894.55","1,903.10","1,876.84",-,-0.45%
31-Jan-18,1892.98,"1,896.68","1,901.17","1,883.64",-,0.17%
30-Jan-18,1889.78,"1,887.30","1,903.30","1,885.83",-,-0.47%
29-Jan-18,1898.71,"1,908.93","1,910.79","1,895.03",-,-0.79%
26-Jan-18,1913.88,"1,911.89","1,919.27","1,910.06",-,-0.07%
25-Jan-18,1915.23,"1,909.75","1,926.27","1,891.79",-,0.42%
24-Jan-18,1907.26,"1,906.36","1,917.72","1,904.59",-,0.20%
23-Jan-18,1903.36,"1,898.95","1,904.49","1,892.73",-,0.49%
22-Jan-18,1894.07,"1,886.90","1,895.41","1,884.59",-,0.54%
19-Jan-18,1883.86,"1,881.44","1,892.21","1,880.33",-,0.41%
18-Jan-18,1876.22,"1,872.30","1,878.70","1,868.59",-,0.17%
17-Jan-18,1873.11,"1,867.35","1,881.91","1,866.37",-,-0.01%
16-Jan-18,1873.24,"1,875.17","1,881.10","1,870.40",-,-0.24%
15-Jan-18,1877.76,"1,870.59","1,880.87","1,867.70",-,0.89%
12-Jan-18,1861.26,"1,844.52","1,868.07","1,843.18",-,1.12%
11-Jan-18,1840.58,"1,832.22","1,842.36","1,827.75",-,0.21%
10-Jan-18,1836.76,"1,833.61","1,839.93","1,830.73",-,0.10%
9-Jan-18,1834.99,"1,832.97","1,836.43","1,829.06",-,0.05%
8-Jan-18,1834.13,"1,834.47","1,838.66","1,831.41",-,-0.22%
5-Jan-18,1838.21,"1,827.41","1,839.72","1,827.41",-,0.60%
4-Jan-18,1827.31,"1,810.52","1,830.45","1,810.52",-,1.34%
3-Jan-18,1803.22,"1,800.94","1,806.02","1,797.34",-,0.29%
2-Jan-18,1797.97,"1,801.03","1,801.03","1,791.71",-,0.07%
1-Jan-18,1796.64,"1,796.64","1,796.64","1,796.64",-,0.00%
29-Dec-17,1796.64,"1,789.53","1,799.68","1,789.53",-,0.51%
28-Dec-17,1787.59,"1,793.90","1,794.02","1,787.00",-,0.11%
27-Dec-17,1785.66,"1,780.01","1,788.45","1,780.01",-,0.40%
26-Dec-17,1778.57,"1,778.53","1,780.24","1,778.30",-,0.14%
25-Dec-17,1776.01,"1,776.01","1,776.01","1,776.01",-,0.00%
22-Dec-17,1776.01,"1,777.63","1,781.16","1,774.63",-,-0.33%
21-Dec-17,1781.90,"1,769.08","1,785.22","1,765.92",-,0.43%
20-Dec-17,1774.30,"1,780.73","1,781.57","1,771.77",-,-0.09%
19-Dec-17,1775.89,"1,783.16","1,787.09","1,775.33",-,-0.46%
18-Dec-17,1784.03,"1,763.03","1,785.43","1,763.03",-,1.55%
15-Dec-17,1756.80,"1,759.87","1,761.62","1,752.49",-,-0.25%
14-Dec-17,1761.17,"1,773.41","1,776.78","1,761.17",-,-0.32%
13-Dec-17,1766.85,"1,766.05","1,775.72","1,764.84",-,-0.01%
12-Dec-17,1766.99,"1,763.55","1,769.03","1,761.05",-,0.13%
11-Dec-17,1764.78,"1,762.97","1,767.54","1,761.07",-,0.35%
8-Dec-17,1758.67,"1,756.87","1,763.78","1,756.76",-,0.39%
7-Dec-17,1751.88,"1,752.28","1,757.13","1,747.38",-,0.03%
6-Dec-17,1751.40,"1,747.12","1,753.53","1,741.89",-,-0.38%
5-Dec-17,1758.08,"1,761.61","1,766.48","1,754.69",-,-0.33%
4-Dec-17,1763.88,"1,747.63","1,769.01","1,747.63",-,0.77%
1-Dec-17,1750.33,"1,770.37","1,772.36","1,750.06",-,-1.17%
30-Nov-17,1771.14,"1,769.10","1,777.47","1,765.20",-,0.26%
29-Nov-17,1766.53,"1,774.95","1,779.55","1,766.41",-,0.08%
28-Nov-17,1765.20,"1,759.85","1,770.10","1,759.85",-,0.18%
27-Nov-17,1762.10,"1,769.83","1,777.31","1,759.31",-,-0.62%
24-Nov-17,1773.07,"1,761.63","1,774.56","1,761.15",-,0.67%
23-Nov-17,1761.28,"1,754.13","1,764.72","1,750.68",-,0.48%
22-Nov-17,1752.94,"1,752.61","1,762.51","1,752.01",-,0.25%
21-Nov-17,1748.62,"1,740.18","1,754.07","1,738.94",-,0.23%
20-Nov-17,1744.61,"1,737.18","1,746.21","1,733.83",-,0.39%
17-Nov-17,1737.91,"1,746.39","1,746.68","1,735.65",-,-0.21%
16-Nov-17,1741.62,"1,735.90","1,743.48","1,735.35",-,0.45%
15-Nov-17,1733.77,"1,737.46","1,739.11","1,728.43",-,-0.10%
14-Nov-17,1735.50,"1,736.48","1,743.21","1,732.19",-,0.12%
13-Nov-17,1733.34,"1,739.84","1,741.51","1,723.91",-,-0.60%
10-Nov-17,1743.85,"1,747.80","1,748.69","1,741.82",-,-0.24%
9-Nov-17,1748.04,"1,761.02","1,761.02","1,742.58",-,-0.56%
8-Nov-17,1757.87,"1,760.29","1,763.45","1,753.99",-,0.07%
7-Nov-17,1756.65,"1,772.78","1,772.78","1,756.43",-,-0.58%
6-Nov-17,1766.89,"1,767.91","1,772.02","1,764.58",-,-0.11%
3-Nov-17,1768.79,"1,771.13","1,775.65","1,764.31",-,-0.24%
2-Nov-17,1773.01,"1,773.80","1,775.77","1,767.47",-,0.07%
1-Nov-17,1771.71,"1,776.59","1,780.46","1,770.52",-,0.05%
31-Oct-17,1770.87,"1,764.14","1,771.27","1,763.14",-,0.40%
30-Oct-17,1763.82,"1,756.66","1,763.82","1,756.08",-,0.66%
27-Oct-17,1752.31,"1,753.75","1,761.57","1,748.24",-,-0.47%
26-Oct-17,1760.60,"1,759.64","1,764.84","1,754.32",-,0.13%
25-Oct-17,1758.26,"1,759.03","1,768.71","1,756.31",-,-0.18%
24-Oct-17,1761.37,"1,765.40","1,767.28","1,760.09",-,-0.20%
23-Oct-17,1764.98,"1,767.15","1,768.69","1,762.29",-,-0.21%
20-Oct-17,1768.65,"1,771.69","1,774.92","1,765.50",-,-0.30%
19-Oct-17,1773.98,"1,776.19","1,776.36","1,762.95",-,0.07%
18-Oct-17,1772.70,"1,766.38","1,776.66","1,764.87",-,0.50%
17-Oct-17,1763.92,"1,770.55","1,771.65","1,763.52",-,-0.61%
16-Oct-17,1774.71,"1,776.33","1,778.42","1,772.11",-,-0.32%
13-Oct-17,1780.36,"1,780.49","1,785.06","1,776.77",-,0.19%
12-Oct-17,1776.90,"1,779.94","1,781.81","1,773.74",-,0.05%
11-Oct-17,1776.08,"1,774.03","1,779.97","1,769.58",-,0.23%
10-Oct-17,1772.04,"1,764.75","1,772.28","1,763.55",-,0.65%
9-Oct-17,1760.51,"1,758.44","1,763.03","1,757.74",-,0.23%
6-Oct-17,1756.39,"1,756.64","1,757.33","1,750.45",-,-0.26%
5-Oct-17,1760.89,"1,761.99","1,764.77","1,757.30",-,-0.21%
4-Oct-17,1764.52,"1,766.88","1,766.88","1,761.07",-,-0.02%
3-Oct-17,1764.94,"1,758.32","1,766.16","1,758.32",-,0.30%
2-Oct-17,1759.61,"1,756.49","1,761.27","1,754.52",-,-0.21%
29-Sep-17,1763.38,"1,752.12","1,763.94","1,749.08",-,0.77%
28-Sep-17,1749.91,"1,741.40","1,751.16","1,737.86",-,0.63%
27-Sep-17,1738.93,"1,738.46","1,744.41","1,736.88",-,-0.11%
26-Sep-17,1740.78,"1,747.28","1,747.73","1,735.83",-,-0.59%
25-Sep-17,1751.04,"1,755.75","1,757.10","1,746.85",-,-0.64%
22-Sep-17,1762.40,"1,760.18","1,765.51","1,757.49",-,0.47%
21-Sep-17,1754.07,"1,748.67","1,759.27","1,748.25",-,-0.35%
20-Sep-17,1760.16,"1,758.10","1,764.82","1,742.76",-,0.11%
19-Sep-17,1758.27,"1,755.96","1,760.57","1,754.31",-,0.24%
18-Sep-17,1754.06,"1,752.59","1,757.10","1,748.40",-,0.26%
15-Sep-17,1749.59,"1,747.93","1,752.77","1,743.42",-,0.46%
14-Sep-17,1741.61,"1,741.20","1,748.48","1,735.51",-,-0.27%
13-Sep-17,1746.35,"1,751.96","1,754.71","1,740.66",-,-0.32%
12-Sep-17,1751.94,"1,749.66","1,754.61","1,747.80",-,0.28%
11-Sep-17,1747.11,"1,735.71","1,751.48","1,735.71",-,0.74%
8-Sep-17,1734.35,"1,733.13","1,738.30","1,730.68",-,0.24%
7-Sep-17,1730.12,"1,717.37","1,733.97","1,714.86",-,0.85%
6-Sep-17,1715.59,"1,703.46","1,718.22","1,702.45",-,0.21%
5-Sep-17,1712.07,"1,712.82","1,716.61","1,708.57",-,-0.05%
4-Sep-17,1712.95,"1,716.77","1,716.77","1,708.18",-,-0.24%
1-Sep-17,1717.12,"1,713.50","1,727.07","1,713.50",-,0.52%
31-Aug-17,1708.24,"1,703.54","1,712.06","1,699.58",-,0.53%
30-Aug-17,1699.31,"1,701.91","1,705.04","1,695.61",-,-0.24%
29-Aug-17,1703.35,"1,708.23","1,708.23","1,693.64",-,-0.55%
28-Aug-17,1712.81,"1,713.20","1,713.77","1,705.37",-,0.35%
25-Aug-17,1706.91,"1,700.05","1,713.14","1,694.21",-,0.45%
24-Aug-17,1699.19,"1,698.57","1,706.01","1,697.31",-,0.09%
23-Aug-17,1697.62,"1,695.05","1,700.57","1,693.90",-,-0.05%
22-Aug-17,1698.46,"1,697.20","1,699.92","1,690.28",-,0.37%
21-Aug-17,1692.17,"1,686.51","1,692.91","1,681.58",-,0.16%
18-Aug-17,1689.47,"1,700.43","1,700.52","1,682.66",-,-0.65%
17-Aug-17,1700.46,"1,709.65","1,712.11","1,698.22",-,-0.26%
16-Aug-17,1704.97,"1,702.52","1,713.93","1,702.52",-,0.54%
15-Aug-17,1695.87,"1,702.31","1,704.46","1,693.29",-,-0.46%
14-Aug-17,1703.69,"1,692.67","1,706.62","1,692.67",-,0.99%
11-Aug-17,1687.02,"1,688.41","1,693.40","1,679.73",-,-0.68%
10-Aug-17,1698.54,"1,709.08","1,709.78","1,693.81",-,-0.97%
9-Aug-17,1715.22,"1,724.09","1,724.09","1,707.64",-,-0.70%
8-Aug-17,1727.28,"1,732.17","1,735.72","1,725.90",-,-0.30%
7-Aug-17,1732.49,"1,731.78","1,736.33","1,729.27",-,0.24%
4-Aug-17,1728.34,"1,728.99","1,735.11","1,726.47",-,-0.11%
3-Aug-17,1730.32,"1,721.31","1,731.97","1,716.72",-,0.29%
2-Aug-17,1725.34,"1,730.18","1,730.26","1,721.36",-,-0.03%
1-Aug-17,1725.84,"1,720.92","1,730.64","1,716.34",-,0.80%
31-Jul-17,1712.13,"1,707.12","1,716.70","1,707.12",-,0.25%
28-Jul-17,1707.81,"1,706.88","1,710.59","1,699.23",-,-0.31%
27-Jul-17,1713.15,"1,722.76","1,727.85","1,710.25",-,0.17%
26-Jul-17,1710.30,"1,702.52","1,724.03","1,702.52",-,0.23%
25-Jul-17,1706.43,"1,697.38","1,717.46","1,696.91",-,0.61%
24-Jul-17,1696.08,"1,702.91","1,703.60","1,691.97",-,-0.37%
21-Jul-17,1702.34,"1,718.85","1,722.17","1,697.79",-,-0.84%
20-Jul-17,1716.70,"1,708.48","1,717.75","1,704.11",-,0.64%
19-Jul-17,1705.82,"1,703.28","1,707.01","1,696.48",-,0.23%
18-Jul-17,1701.99,"1,708.04","1,711.21","1,699.28",-,-0.19%
17-Jul-17,1705.18,"1,705.18","1,708.16","1,698.40",-,0.18%
14-Jul-17,1702.14,"1,695.86","1,705.52","1,692.62",-,0.55%
13-Jul-17,1692.89,"1,695.84","1,698.14","1,690.24",-,0.17%
12-Jul-17,1690.09,"1,672.04","1,692.12","1,672.04",-,1.57%
11-Jul-17,1664.03,"1,672.68","1,676.22","1,664.03",-,-0.37%
10-Jul-17,1670.29,"1,671.18","1,674.05","1,666.72",-,0.34%
7-Jul-17,1664.56,"1,668.59","1,669.69","1,660.43",-,-0.20%
6-Jul-17,1667.91,"1,670.10","1,670.90","1,656.12",-,0.00%
5-Jul-17,1667.85,"1,667.58","1,673.29","1,663.21",-,-0.04%
4-Jul-17,1668.49,"1,670.40","1,673.57","1,667.25",-,-0.45%
3-Jul-17,1676.06,"1,668.92","1,677.26","1,667.58",-,0.77%
30-Jun-17,1663.22,"1,672.88","1,678.79","1,662.11",-,-0.58%
29-Jun-17,1672.85,"1,699.75","1,702.91","1,670.89",-,-0.78%
28-Jun-17,1686.07,"1,677.16","1,688.25","1,671.84",-,0.63%
27-Jun-17,1675.46,"1,675.36","1,684.25","1,664.59",-,0.00%
26-Jun-17,1675.53,"1,673.00","1,683.68","1,671.85",-,0.42%
23-Jun-17,1668.60,"1,667.95","1,671.42","1,659.64",-,0.14%
22-Jun-17,1666.28,"1,663.90","1,667.00","1,657.93",-,0.13%
21-Jun-17,1664.10,"1,662.29","1,667.05","1,651.29",-,-0.06%
20-Jun-17,1665.07,"1,684.26","1,686.70","1,664.35",-,-1.09%
19-Jun-17,1683.41,"1,681.96","1,687.76","1,679.83",-,0.60%
16-Jun-17,1673.42,"1,660.80","1,673.42","1,660.80",-,1.09%
15-Jun-17,1655.40,"1,668.62","1,668.62","1,645.70",-,-1.46%
14-Jun-17,1679.87,"1,679.39","1,692.57","1,668.96",-,0.30%
13-Jun-17,1674.77,"1,669.50","1,678.30","1,668.55",-,0.55%
12-Jun-17,1665.65,"1,677.94","1,677.94","1,664.16",-,-0.77%
9-Jun-17,1678.61,"1,668.22","1,680.54","1,668.22",-,0.03%
8-Jun-17,1678.19,"1,684.40","1,688.29","1,675.00",-,-0.37%
7-Jun-17,1684.47,"1,684.76","1,692.95","1,679.58",-,-0.10%
6-Jun-17,1686.14,"1,693.21","1,693.21","1,683.51",-,-0.54%
5-Jun-17,1695.24,"1,699.04","1,700.18","1,691.65",-,-0.30%
2-Jun-17,1700.41,"1,693.72","1,702.90","1,693.72",-,0.67%
1-Jun-17,1689.06,"1,684.12","1,691.23","1,683.48",-,0.23%
31-May-17,1685.15,"1,676.24","1,693.06","1,674.51",-,0.50%
30-May-17,1676.82,"1,667.02","1,680.24","1,664.16",-,-0.20%
29-May-17,1680.26,"1,679.98","1,682.33","1,677.52",-,-0.07%
26-May-17,1681.40,"1,685.27","1,686.23","1,675.53",-,-0.48%
25-May-17,1689.49,"1,696.04","1,696.70","1,687.54",-,0.19%
24-May-17,1686.28,"1,684.46","1,691.02","1,682.51",-,-0.32%
23-May-17,1691.76,"1,684.67","1,696.99","1,684.67",-,0.05%
22-May-17,1690.95,"1,686.00","1,694.44","1,678.22",-,0.38%
19-May-17,1684.60,"1,666.04","1,687.05","1,666.04",-,1.18%
18-May-17,1664.88,"1,670.11","1,672.11","1,653.24",-,-0.74%
17-May-17,1677.27,"1,682.75","1,687.41","1,672.62",-,-0.60%
16-May-17,1687.37,"1,673.24","1,689.54","1,673.17",-,0.97%
15-May-17,1671.17,"1,665.47","1,671.76","1,662.34",-,0.59%
12-May-17,1661.29,"1,647.19","1,662.39","1,646.83",-,0.83%
11-May-17,1647.69,"1,657.03","1,657.03","1,643.06",-,-0.51%
10-May-17,1656.11,"1,656.19","1,656.82","1,649.46",-,-0.03%
9-May-17,1656.60,"1,654.69","1,660.60","1,652.49",-,0.07%
8-May-17,1655.36,"1,666.38","1,667.47","1,652.63",-,-0.62%
5-May-17,1665.72,"1,647.55","1,667.80","1,645.73",-,1.06%
4-May-17,1648.21,"1,630.21","1,652.91","1,630.17",-,1.03%
3-May-17,1631.40,"1,630.81","1,633.29","1,627.74",-,0.06%
2-May-17,1630.41,"1,622.02","1,633.57","1,621.72",-,0.57%
1-May-17,1621.24,"1,617.65","1,622.17","1,617.44",-,0.13%
28-Apr-17,1619.06,"1,618.56","1,628.02","1,618.27",-,0.01%
27-Apr-17,1618.84,"1,625.32","1,627.30","1,617.18",-,-0.37%
26-Apr-17,1624.92,"1,623.45","1,628.30","1,618.99",-,0.00%
25-Apr-17,1624.95,"1,615.84","1,627.83","1,615.84",-,0.80%
24-Apr-17,1612.08,"1,579.15","1,613.24","1,579.15",-,3.78%
21-Apr-17,1553.43,"1,558.61","1,560.93","1,550.87",-,-0.71%
20-Apr-17,1564.47,"1,553.93","1,566.41","1,553.46",-,0.69%
19-Apr-17,1553.69,"1,552.61","1,558.60","1,551.85",-,0.34%
18-Apr-17,1548.39,"1,561.26","1,561.91","1,542.57",-,-0.90%
17-Apr-17,1562.42,"1,559.32","1,562.86","1,558.16",-,0.43%
14-Apr-17,1555.73,"1,555.73","1,555.73","1,555.73",-,0.00%
13-Apr-17,1555.73,"1,562.05","1,562.28","1,553.50",-,-0.32%
12-Apr-17,1560.77,"1,560.56","1,569.19","1,556.39",-,0.07%
11-Apr-17,1559.64,"1,549.37","1,562.39","1,548.21",-,0.26%
10-Apr-17,1555.63,"1,555.38","1,557.14","1,548.96",-,-0.19%
7-Apr-17,1558.65,"1,556.07","1,559.16","1,551.10",-,-0.24%
6-Apr-17,1562.34,"1,553.20","1,563.64","1,545.24",-,0.10%
5-Apr-17,1560.74,"1,563.26","1,567.83","1,557.17",-,-0.01%
4-Apr-17,1560.92,"1,556.04","1,561.77","1,553.25",-,0.30%
3-Apr-17,1556.22,"1,573.03","1,573.42","1,555.67",-,-0.88%
31-Mar-17,1570.11,"1,563.10","1,572.23","1,560.31",-,-0.23%
30-Mar-17,1573.66,"1,570.42","1,573.66","1,566.17",-,0.36%
29-Mar-17,1568.05,"1,571.08","1,572.70","1,561.82",-,-0.74%
28-Mar-17,1579.70,"1,572.73","1,579.70","1,568.63",-,0.47%
27-Mar-17,1572.26,"1,564.76","1,573.04","1,560.82",-,0.34%
24-Mar-17,1567.00,"1,563.62","1,569.17","1,562.48",-,-0.02%
23-Mar-17,1567.32,"1,556.20","1,567.69","1,551.99",-,0.67%
22-Mar-17,1556.85,"1,555.89","1,560.00","1,545.19",-,-0.49%
21-Mar-17,1564.52,"1,569.95","1,579.13","1,561.13",-,0.01%
20-Mar-17,1564.31,"1,565.37","1,567.64","1,560.84",-,-0.08%
17-Mar-17,1565.51,"1,560.55","1,568.84","1,560.04",-,0.21%
16-Mar-17,1562.29,"1,554.80","1,564.29","1,554.79",-,1.72%
15-Mar-17,1535.90,"1,534.13","1,549.66","1,529.80",-,0.30%
14-Mar-17,1531.24,"1,533.88","1,533.88","1,526.51",-,-0.55%
13-Mar-17,1539.75,"1,538.82","1,541.43","1,534.25",-,0.49%
10-Mar-17,1532.20,"1,525.05","1,537.19","1,525.05",-,0.80%
9-Mar-17,1519.97,"1,510.27","1,523.91","1,508.71",-,0.29%
8-Mar-17,1515.55,"1,513.93","1,519.25","1,510.85",-,-0.17%
7-Mar-17,1518.14,"1,524.23","1,524.37","1,513.41",-,-0.41%
6-Mar-17,1524.46,"1,532.50","1,532.50","1,521.27",-,-0.19%
