Date,Open,High,Low,Close,Adj Close,Volume
2015-08-17,8.700000,8.700000,8.700000,8.700000,7.956192,0
2015-08-18,8.670000,8.670000,8.670000,8.670000,7.928758,0
2015-08-19,8.600000,8.600000,8.600000,8.600000,7.864743,0
2015-08-20,8.440000,8.440000,8.440000,8.440000,7.718421,0
2015-08-21,8.250000,8.250000,8.250000,8.250000,7.544666,0
2015-08-24,7.970000,7.970000,7.970000,7.970000,7.288604,0
2015-08-25,8.020000,8.020000,8.020000,8.020000,7.334331,0
2015-08-26,8.160000,8.160000,8.160000,8.160000,7.462361,0
2015-08-27,8.300000,8.300000,8.300000,8.300000,7.590391,0
2015-08-28,8.290000,8.290000,8.290000,8.290000,7.581246,0
2015-08-31,8.240000,8.240000,8.240000,8.240000,7.535521,0
2015-09-01,8.010000,8.010000,8.010000,8.010000,7.325185,0
2015-09-02,8.090000,8.090000,8.090000,8.090000,7.398345,0
2015-09-03,8.120000,8.120000,8.120000,8.120000,7.425781,0
2015-09-04,7.950000,7.950000,7.950000,7.950000,7.270314,0
2015-09-08,8.130000,8.130000,8.130000,8.130000,7.434926,0
2015-09-09,8.140000,8.140000,8.140000,8.140000,7.444071,0
2015-09-10,8.160000,8.160000,8.160000,8.160000,7.462361,0
2015-09-11,8.150000,8.150000,8.150000,8.150000,7.453215,0
2015-09-14,8.080000,8.080000,8.080000,8.080000,7.389200,0
2015-09-15,8.130000,8.130000,8.130000,8.130000,7.434926,0
2015-09-16,8.230000,8.230000,8.230000,8.230000,7.526375,0
2015-09-17,8.260000,8.260000,8.260000,8.260000,7.553811,0
2015-09-18,8.070000,8.070000,8.070000,8.070000,7.380055,0
2015-09-21,8.060000,8.060000,8.060000,8.060000,7.370911,0
2015-09-22,7.860000,7.860000,7.860000,7.860000,7.188009,0
2015-09-23,7.850000,7.850000,7.850000,7.850000,7.178864,0
2015-09-24,7.830000,7.830000,7.830000,7.830000,7.160574,0
2015-09-25,7.920000,7.920000,7.920000,7.920000,7.242880,0
2015-09-28,7.760000,7.760000,7.760000,7.760000,7.096559,0
2015-09-29,7.680000,7.680000,7.680000,7.680000,7.023398,0
2015-09-30,7.830000,7.830000,7.830000,7.830000,7.160574,0
2015-10-01,7.850000,7.850000,7.850000,7.850000,7.178864,0
2015-10-02,7.970000,7.970000,7.970000,7.970000,7.288604,0
2015-10-05,8.100000,8.100000,8.100000,8.100000,7.407490,0
2015-10-06,8.150000,8.150000,8.150000,8.150000,7.453215,0
2015-10-07,8.190000,8.190000,8.190000,8.190000,7.489795,0
2015-10-08,8.240000,8.240000,8.240000,8.240000,7.535521,0
2015-10-09,8.240000,8.240000,8.240000,8.240000,7.535521,0
2015-10-12,8.230000,8.230000,8.230000,8.230000,7.526375,0
2015-10-13,8.130000,8.130000,8.130000,8.130000,7.434926,0
2015-10-14,8.140000,8.140000,8.140000,8.140000,7.444071,0
2015-10-15,8.270000,8.270000,8.270000,8.270000,7.562957,0
2015-10-16,8.280000,8.280000,8.280000,8.280000,7.572101,0
2015-10-19,8.260000,8.260000,8.260000,8.260000,7.553811,0
2015-10-20,8.230000,8.230000,8.230000,8.230000,7.526375,0
2015-10-21,8.220000,8.220000,8.220000,8.220000,7.517231,0
2015-10-22,8.270000,8.270000,8.270000,8.270000,7.562957,0
2015-10-23,8.360000,8.360000,8.360000,8.360000,7.645261,0
2015-10-26,8.340000,8.340000,8.340000,8.340000,7.626972,0
2015-10-27,8.270000,8.270000,8.270000,8.270000,7.562957,0
2015-10-28,8.310000,8.310000,8.310000,8.310000,7.599536,0
2015-10-29,8.290000,8.290000,8.290000,8.290000,7.581246,0
2015-10-30,8.290000,8.290000,8.290000,8.290000,7.581246,0
2015-11-02,8.340000,8.340000,8.340000,8.340000,7.626972,0
2015-11-03,8.340000,8.340000,8.340000,8.340000,7.626972,0
2015-11-04,8.290000,8.290000,8.290000,8.290000,7.581246,0
2015-11-05,8.280000,8.280000,8.280000,8.280000,7.572101,0
2015-11-06,8.230000,8.230000,8.230000,8.230000,7.526375,0
2015-11-09,8.180000,8.180000,8.180000,8.180000,7.480651,0
2015-11-10,8.200000,8.200000,8.200000,8.200000,7.498940,0
2015-11-11,8.240000,8.240000,8.240000,8.240000,7.535521,0
2015-11-12,8.130000,8.130000,8.130000,8.130000,7.434926,0
2015-11-13,8.090000,8.090000,8.090000,8.090000,7.398345,0
2015-11-16,8.160000,8.160000,8.160000,8.160000,7.462361,0
2015-11-17,8.210000,8.210000,8.210000,8.210000,7.508086,0
2015-11-18,8.280000,8.280000,8.280000,8.280000,7.572101,0
2015-11-19,8.330000,8.330000,8.330000,8.330000,7.617826,0
2015-11-20,8.290000,8.290000,8.290000,8.290000,7.581246,0
2015-11-23,8.240000,8.240000,8.240000,8.240000,7.535521,0
2015-11-24,8.220000,8.220000,8.220000,8.220000,7.517231,0
2015-11-25,8.270000,8.270000,8.270000,8.270000,7.562957,0
2015-11-27,8.290000,8.290000,8.290000,8.290000,7.581246,0
2015-11-30,8.260000,8.260000,8.260000,8.260000,7.553811,0
2015-12-01,8.340000,8.340000,8.340000,8.340000,7.626972,0
2015-12-02,8.260000,8.260000,8.260000,8.260000,7.553811,0
2015-12-03,8.240000,8.240000,8.240000,8.240000,7.535521,0
2015-12-04,8.150000,8.150000,8.150000,8.150000,7.559638,0
2015-12-07,8.110000,8.110000,8.110000,8.110000,7.522534,0
2015-12-08,7.990000,7.990000,7.990000,7.990000,7.411227,0
2015-12-09,8.000000,8.000000,8.000000,8.000000,7.420503,0
2015-12-10,7.990000,7.990000,7.990000,7.990000,7.411227,0
2015-12-11,7.860000,7.860000,7.860000,7.860000,7.290644,0
2015-12-14,7.830000,7.830000,7.830000,7.830000,7.262817,0
2015-12-15,7.910000,7.910000,7.910000,7.910000,7.337022,0
2015-12-16,8.020000,8.020000,8.020000,8.020000,7.439054,0
2015-12-17,7.970000,7.970000,7.970000,7.970000,7.392676,0
2015-12-18,7.880000,7.880000,7.880000,7.880000,7.309196,0
2015-12-21,7.910000,7.910000,7.910000,7.910000,7.337022,0
2015-12-22,7.950000,7.950000,7.950000,7.950000,7.374125,0
2015-12-23,8.090000,8.090000,8.090000,8.090000,7.503984,0
2015-12-24,8.080000,8.080000,8.080000,8.080000,7.494708,0
2015-12-28,8.060000,8.060000,8.060000,8.060000,7.476157,0
2015-12-29,8.150000,8.150000,8.150000,8.150000,7.559638,0
2015-12-30,8.110000,8.110000,8.110000,8.110000,7.522534,0
2015-12-31,8.030000,8.030000,8.030000,8.030000,7.448329,0
2016-01-04,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-01-05,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-01-06,7.780000,7.780000,7.780000,7.780000,7.216439,0
2016-01-07,7.660000,7.660000,7.660000,7.660000,7.105131,0
2016-01-08,7.550000,7.550000,7.550000,7.550000,7.003099,0
2016-01-11,7.560000,7.560000,7.560000,7.560000,7.012375,0
2016-01-12,7.600000,7.600000,7.600000,7.600000,7.049478,0
2016-01-13,7.520000,7.520000,7.520000,7.520000,6.975273,0
2016-01-14,7.570000,7.570000,7.570000,7.570000,7.021651,0
2016-01-15,7.370000,7.370000,7.370000,7.370000,6.836138,0
2016-01-19,7.410000,7.410000,7.410000,7.410000,6.873240,0
2016-01-20,7.230000,7.230000,7.230000,7.230000,6.706280,0
2016-01-21,7.240000,7.240000,7.240000,7.240000,6.715555,0
2016-01-22,7.450000,7.450000,7.450000,7.450000,6.910343,0
2016-01-25,7.370000,7.370000,7.370000,7.370000,6.836138,0
2016-01-26,7.470000,7.470000,7.470000,7.470000,6.928895,0
2016-01-27,7.450000,7.450000,7.450000,7.450000,6.910343,0
2016-01-28,7.460000,7.460000,7.460000,7.460000,6.919619,0
2016-01-29,7.600000,7.600000,7.600000,7.600000,7.049478,0
2016-02-01,7.580000,7.580000,7.580000,7.580000,7.030926,0
2016-02-02,7.430000,7.430000,7.430000,7.430000,6.891792,0
2016-02-03,7.470000,7.470000,7.470000,7.470000,6.928895,0
2016-02-04,7.470000,7.470000,7.470000,7.470000,6.928895,0
2016-02-05,7.330000,7.330000,7.330000,7.330000,6.799036,0
2016-02-08,7.180000,7.180000,7.180000,7.180000,6.659901,0
2016-02-09,7.120000,7.120000,7.120000,7.120000,6.604247,0
2016-02-10,7.130000,7.130000,7.130000,7.130000,6.613523,0
2016-02-11,6.990000,6.990000,6.990000,6.990000,6.483664,0
2016-02-12,7.090000,7.090000,7.090000,7.090000,6.576421,0
2016-02-16,7.220000,7.220000,7.220000,7.220000,6.697004,0
2016-02-17,7.360000,7.360000,7.360000,7.360000,6.826863,0
2016-02-18,7.340000,7.340000,7.340000,7.340000,6.808312,0
2016-02-19,7.320000,7.320000,7.320000,7.320000,6.789761,0
2016-02-22,7.390000,7.390000,7.390000,7.390000,6.854690,0
2016-02-23,7.250000,7.250000,7.250000,7.250000,6.724831,0
2016-02-24,7.210000,7.210000,7.210000,7.210000,6.687728,0
2016-02-25,7.340000,7.340000,7.340000,7.340000,6.808312,0
2016-02-26,7.320000,7.320000,7.320000,7.320000,6.789761,0
2016-02-29,7.300000,7.300000,7.300000,7.300000,6.771209,0
2016-03-01,7.450000,7.450000,7.450000,7.450000,6.910343,0
2016-03-02,7.500000,7.500000,7.500000,7.500000,6.956721,0
2016-03-03,7.560000,7.560000,7.560000,7.560000,7.012375,0
2016-03-04,7.600000,7.600000,7.600000,7.600000,7.049478,0
2016-03-07,7.580000,7.580000,7.580000,7.580000,7.030926,0
2016-03-08,7.490000,7.490000,7.490000,7.490000,6.947446,0
2016-03-09,7.550000,7.550000,7.550000,7.550000,7.003099,0
2016-03-10,7.550000,7.550000,7.550000,7.550000,7.003099,0
2016-03-11,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-03-14,7.720000,7.720000,7.720000,7.720000,7.160785,0
2016-03-15,7.660000,7.660000,7.660000,7.660000,7.105131,0
2016-03-16,7.720000,7.720000,7.720000,7.720000,7.160785,0
2016-03-17,7.780000,7.780000,7.780000,7.780000,7.216439,0
2016-03-18,7.760000,7.760000,7.760000,7.760000,7.197888,0
2016-03-21,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-03-22,7.720000,7.720000,7.720000,7.720000,7.160785,0
2016-03-23,7.660000,7.660000,7.660000,7.660000,7.105131,0
2016-03-24,7.580000,7.580000,7.580000,7.580000,7.030926,0
2016-03-28,7.640000,7.640000,7.640000,7.640000,7.086580,0
2016-03-29,7.710000,7.710000,7.710000,7.710000,7.151509,0
2016-03-30,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-03-31,7.680000,7.680000,7.680000,7.680000,7.123682,0
2016-04-01,7.600000,7.600000,7.600000,7.600000,7.049478,0
2016-04-04,7.610000,7.610000,7.610000,7.610000,7.058753,0
2016-04-05,7.450000,7.450000,7.450000,7.450000,6.910343,0
2016-04-06,7.550000,7.550000,7.550000,7.550000,7.003099,0
2016-04-07,7.470000,7.470000,7.470000,7.470000,6.928895,0
2016-04-08,7.600000,7.600000,7.600000,7.600000,7.049478,0
2016-04-11,7.590000,7.590000,7.590000,7.590000,7.040203,0
2016-04-12,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-04-13,7.810000,7.810000,7.810000,7.810000,7.244266,0
2016-04-14,7.840000,7.840000,7.840000,7.840000,7.272093,0
2016-04-15,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-04-18,7.870000,7.870000,7.870000,7.870000,7.299920,0
2016-04-19,7.990000,7.990000,7.990000,7.990000,7.411227,0
2016-04-20,7.990000,7.990000,7.990000,7.990000,7.411227,0
2016-04-21,7.950000,7.950000,7.950000,7.950000,7.374125,0
2016-04-22,7.940000,7.940000,7.940000,7.940000,7.364849,0
2016-04-25,7.910000,7.910000,7.910000,7.910000,7.337022,0
2016-04-26,7.950000,7.950000,7.950000,7.950000,7.374125,0
2016-04-27,7.960000,7.960000,7.960000,7.960000,7.383400,0
2016-04-28,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-04-29,7.850000,7.850000,7.850000,7.850000,7.281368,0
2016-05-02,7.910000,7.910000,7.910000,7.910000,7.337022,0
2016-05-03,7.790000,7.790000,7.790000,7.790000,7.225715,0
2016-05-04,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-05-05,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-05-06,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-05-09,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-05-10,7.810000,7.810000,7.810000,7.810000,7.244266,0
2016-05-11,7.750000,7.750000,7.750000,7.750000,7.188612,0
2016-05-12,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-05-13,7.680000,7.680000,7.680000,7.680000,7.123682,0
2016-05-16,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-05-17,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-05-18,7.720000,7.720000,7.720000,7.720000,7.160785,0
2016-05-19,7.660000,7.660000,7.660000,7.660000,7.105131,0
2016-05-20,7.730000,7.730000,7.730000,7.730000,7.170061,0
2016-05-23,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-05-24,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-05-25,7.910000,7.910000,7.910000,7.910000,7.337022,0
2016-05-26,7.920000,7.920000,7.920000,7.920000,7.346298,0
2016-05-27,7.910000,7.910000,7.910000,7.910000,7.337022,0
2016-05-31,7.870000,7.870000,7.870000,7.870000,7.299920,0
2016-06-01,7.850000,7.850000,7.850000,7.850000,7.281368,0
2016-06-02,7.840000,7.840000,7.840000,7.840000,7.272093,0
2016-06-03,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-06-06,7.930000,7.930000,7.930000,7.930000,7.355574,0
2016-06-07,7.980000,7.980000,7.980000,7.980000,7.401951,0
2016-06-08,7.980000,7.980000,7.980000,7.980000,7.401951,0
2016-06-09,7.880000,7.880000,7.880000,7.880000,7.309196,0
2016-06-10,7.670000,7.670000,7.670000,7.670000,7.114407,0
2016-06-13,7.560000,7.560000,7.560000,7.560000,7.012375,0
2016-06-14,7.440000,7.440000,7.440000,7.440000,6.901068,0
2016-06-15,7.480000,7.480000,7.480000,7.480000,6.938170,0
2016-06-16,7.500000,7.500000,7.500000,7.500000,6.956721,0
2016-06-17,7.580000,7.580000,7.580000,7.580000,7.030926,0
2016-06-20,7.790000,7.790000,7.790000,7.790000,7.225715,0
2016-06-21,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-06-22,7.840000,7.840000,7.840000,7.840000,7.272093,0
2016-06-23,8.030000,8.030000,8.030000,8.030000,7.448329,0
2016-06-24,7.310000,7.310000,7.310000,7.310000,6.780484,0
2016-06-27,7.120000,7.120000,7.120000,7.120000,6.604247,0
2016-06-28,7.320000,7.320000,7.320000,7.320000,6.789761,0
2016-06-29,7.460000,7.460000,7.460000,7.460000,6.919619,0
2016-06-30,7.550000,7.550000,7.550000,7.550000,7.003099,0
2016-07-01,7.580000,7.580000,7.580000,7.580000,7.030926,0
2016-07-05,7.410000,7.410000,7.410000,7.410000,6.873240,0
2016-07-06,7.380000,7.380000,7.380000,7.380000,6.845414,0
2016-07-07,7.360000,7.360000,7.360000,7.360000,6.826863,0
2016-07-08,7.470000,7.470000,7.470000,7.470000,6.928895,0
2016-07-11,7.560000,7.560000,7.560000,7.560000,7.012375,0
2016-07-12,7.660000,7.660000,7.660000,7.660000,7.105131,0
2016-07-13,7.650000,7.650000,7.650000,7.650000,7.095856,0
2016-07-14,7.720000,7.720000,7.720000,7.720000,7.160785,0
2016-07-15,7.680000,7.680000,7.680000,7.680000,7.123682,0
2016-07-18,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-07-19,7.630000,7.630000,7.630000,7.630000,7.077305,0
2016-07-20,7.710000,7.710000,7.710000,7.710000,7.151509,0
2016-07-21,7.680000,7.680000,7.680000,7.680000,7.123682,0
2016-07-22,7.680000,7.680000,7.680000,7.680000,7.123682,0
2016-07-25,7.680000,7.680000,7.680000,7.680000,7.123682,0
2016-07-26,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-07-27,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-07-28,7.720000,7.720000,7.720000,7.720000,7.160785,0
2016-07-29,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-08-01,7.780000,7.780000,7.780000,7.780000,7.216439,0
2016-08-02,7.730000,7.730000,7.730000,7.730000,7.170061,0
2016-08-03,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-08-04,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-08-05,7.790000,7.790000,7.790000,7.790000,7.225715,0
2016-08-08,7.810000,7.810000,7.810000,7.810000,7.244266,0
2016-08-09,7.880000,7.880000,7.880000,7.880000,7.309196,0
2016-08-10,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-08-11,7.940000,7.940000,7.940000,7.940000,7.364849,0
2016-08-12,7.920000,7.920000,7.920000,7.920000,7.346298,0
2016-08-15,7.940000,7.940000,7.940000,7.940000,7.364849,0
2016-08-16,7.930000,7.930000,7.930000,7.930000,7.355574,0
2016-08-17,7.920000,7.920000,7.920000,7.920000,7.346298,0
2016-08-18,7.970000,7.970000,7.970000,7.970000,7.392676,0
2016-08-19,7.900000,7.900000,7.900000,7.900000,7.327747,0
2016-08-22,7.910000,7.910000,7.910000,7.910000,7.337022,0
2016-08-23,7.960000,7.960000,7.960000,7.960000,7.383400,0
2016-08-24,7.940000,7.940000,7.940000,7.940000,7.364849,0
2016-08-25,7.910000,7.910000,7.910000,7.910000,7.337022,0
2016-08-26,7.870000,7.870000,7.870000,7.870000,7.299920,0
2016-08-29,7.880000,7.880000,7.880000,7.880000,7.309196,0
2016-08-30,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-08-31,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-09-01,7.940000,7.940000,7.940000,7.940000,7.364849,0
2016-09-02,8.040000,8.040000,8.040000,8.040000,7.457605,0
2016-09-06,8.080000,8.080000,8.080000,8.080000,7.494708,0
2016-09-07,8.100000,8.100000,8.100000,8.100000,7.513260,0
2016-09-08,8.090000,8.090000,8.090000,8.090000,7.503984,0
2016-09-09,7.940000,7.940000,7.940000,7.940000,7.364849,0
2016-09-12,8.000000,8.000000,8.000000,8.000000,7.420503,0
2016-09-13,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-09-14,7.840000,7.840000,7.840000,7.840000,7.272093,0
2016-09-15,7.890000,7.890000,7.890000,7.890000,7.318471,0
2016-09-16,7.780000,7.780000,7.780000,7.780000,7.216439,0
2016-09-19,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-09-20,7.860000,7.860000,7.860000,7.860000,7.290644,0
2016-09-21,7.980000,7.980000,7.980000,7.980000,7.401951,0
2016-09-22,8.070000,8.070000,8.070000,8.070000,7.485432,0
2016-09-23,8.000000,8.000000,8.000000,8.000000,7.420503,0
2016-09-26,7.920000,7.920000,7.920000,7.920000,7.346298,0
2016-09-27,7.940000,7.940000,7.940000,7.940000,7.364849,0
2016-09-28,8.010000,8.010000,8.010000,8.010000,7.429779,0
2016-09-29,7.920000,7.920000,7.920000,7.920000,7.346298,0
2016-09-30,7.970000,7.970000,7.970000,7.970000,7.392676,0
2016-10-03,7.960000,7.960000,7.960000,7.960000,7.383400,0
2016-10-04,7.970000,7.970000,7.970000,7.970000,7.392676,0
2016-10-05,7.990000,7.990000,7.990000,7.990000,7.411227,0
2016-10-06,7.950000,7.950000,7.950000,7.950000,7.374125,0
2016-10-07,7.920000,7.920000,7.920000,7.920000,7.346298,0
2016-10-10,7.930000,7.930000,7.930000,7.930000,7.355574,0
2016-10-11,7.800000,7.800000,7.800000,7.800000,7.234990,0
2016-10-12,7.790000,7.790000,7.790000,7.790000,7.225715,0
2016-10-13,7.750000,7.750000,7.750000,7.750000,7.188612,0
2016-10-14,7.760000,7.760000,7.760000,7.760000,7.197888,0
2016-10-17,7.750000,7.750000,7.750000,7.750000,7.188612,0
2016-10-18,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-10-19,7.840000,7.840000,7.840000,7.840000,7.272093,0
2016-10-20,7.830000,7.830000,7.830000,7.830000,7.262817,0
2016-10-21,7.810000,7.810000,7.810000,7.810000,7.244266,0
2016-10-24,7.820000,7.820000,7.820000,7.820000,7.253542,0
2016-10-25,7.810000,7.810000,7.810000,7.810000,7.244266,0
2016-10-26,7.780000,7.780000,7.780000,7.780000,7.216439,0
2016-10-27,7.780000,7.780000,7.780000,7.780000,7.216439,0
2016-10-28,7.810000,7.810000,7.810000,7.810000,7.244266,0
2016-10-31,7.790000,7.790000,7.790000,7.790000,7.225715,0
2016-11-01,7.760000,7.760000,7.760000,7.760000,7.197888,0
2016-11-02,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-11-03,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-11-04,7.630000,7.630000,7.630000,7.630000,7.077305,0
2016-11-07,7.730000,7.730000,7.730000,7.730000,7.170061,0
2016-11-08,7.750000,7.750000,7.750000,7.750000,7.188612,0
2016-11-09,7.820000,7.820000,7.820000,7.820000,7.253542,0
2016-11-10,7.800000,7.800000,7.800000,7.800000,7.234990,0
2016-11-11,7.750000,7.750000,7.750000,7.750000,7.188612,0
2016-11-14,7.710000,7.710000,7.710000,7.710000,7.151509,0
2016-11-15,7.740000,7.740000,7.740000,7.740000,7.179337,0
2016-11-16,7.680000,7.680000,7.680000,7.680000,7.123682,0
2016-11-17,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-11-18,7.630000,7.630000,7.630000,7.630000,7.077305,0
2016-11-21,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-11-22,7.710000,7.710000,7.710000,7.710000,7.151509,0
2016-11-23,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-11-25,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-11-28,7.660000,7.660000,7.660000,7.660000,7.105131,0
2016-11-29,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-11-30,7.710000,7.710000,7.710000,7.710000,7.151509,0
2016-12-01,7.690000,7.690000,7.690000,7.690000,7.132959,0
2016-12-02,7.700000,7.700000,7.700000,7.700000,7.142234,0
2016-12-05,7.770000,7.770000,7.770000,7.770000,7.207163,0
2016-12-06,7.810000,7.810000,7.810000,7.810000,7.244266,0
2016-12-07,7.950000,7.950000,7.950000,7.950000,7.374125,0
2016-12-08,7.950000,7.950000,7.950000,7.950000,7.374125,0
2016-12-09,7.770000,7.770000,7.770000,7.770000,7.401750,0
2016-12-12,7.760000,7.760000,7.760000,7.760000,7.392224,0
2016-12-13,7.820000,7.820000,7.820000,7.820000,7.449381,0
2016-12-14,7.690000,7.690000,7.690000,7.690000,7.325542,0
2016-12-15,7.710000,7.710000,7.710000,7.710000,7.344594,0
2016-12-16,7.700000,7.700000,7.700000,7.700000,7.335068,0
2016-12-19,7.680000,7.680000,7.680000,7.680000,7.316015,0
2016-12-20,7.690000,7.690000,7.690000,7.690000,7.325542,0
2016-12-21,7.690000,7.690000,7.690000,7.690000,7.325542,0
2016-12-22,7.670000,7.670000,7.670000,7.670000,7.306489,0
2016-12-23,7.680000,7.680000,7.680000,7.680000,7.316015,0
2016-12-27,7.690000,7.690000,7.690000,7.690000,7.325542,0
2016-12-28,7.660000,7.660000,7.660000,7.660000,7.296963,0
2016-12-29,7.680000,7.680000,7.680000,7.680000,7.316015,0
2016-12-30,7.700000,7.700000,7.700000,7.700000,7.335068,0
2017-01-03,7.750000,7.750000,7.750000,7.750000,7.382698,0
2017-01-04,7.840000,7.840000,7.840000,7.840000,7.468432,0
2017-01-05,7.900000,7.900000,7.900000,7.900000,7.525589,0
2017-01-06,7.860000,7.860000,7.860000,7.860000,7.487485,0
2017-01-09,7.830000,7.830000,7.830000,7.830000,7.458907,0
2017-01-10,7.830000,7.830000,7.830000,7.830000,7.458907,0
2017-01-11,7.870000,7.870000,7.870000,7.870000,7.497011,0
2017-01-12,7.860000,7.860000,7.860000,7.860000,7.487485,0
2017-01-13,7.910000,7.910000,7.910000,7.910000,7.535115,0
2017-01-17,7.870000,7.870000,7.870000,7.870000,7.497011,0
2017-01-18,7.830000,7.830000,7.830000,7.830000,7.458907,0
2017-01-19,7.820000,7.820000,7.820000,7.820000,7.449381,0
2017-01-20,7.860000,7.860000,7.860000,7.860000,7.487485,0
2017-01-23,7.850000,7.850000,7.850000,7.850000,7.477958,0
2017-01-24,7.870000,7.870000,7.870000,7.870000,7.497011,0
2017-01-25,7.970000,7.970000,7.970000,7.970000,7.592271,0
2017-01-26,7.930000,7.930000,7.930000,7.930000,7.554167,0
2017-01-27,7.910000,7.910000,7.910000,7.910000,7.535115,0
2017-01-30,7.840000,7.840000,7.840000,7.840000,7.468432,0
2017-01-31,7.870000,7.870000,7.870000,7.870000,7.497011,0
2017-02-01,7.890000,7.890000,7.890000,7.890000,7.516063,0
2017-02-02,7.890000,7.890000,7.890000,7.890000,7.516063,0
2017-02-03,7.940000,7.940000,7.940000,7.940000,7.563693,0
2017-02-06,7.890000,7.890000,7.890000,7.890000,7.516063,0
2017-02-07,7.850000,7.850000,7.850000,7.850000,7.477958,0
2017-02-08,7.860000,7.860000,7.860000,7.860000,7.487485,0
2017-02-09,7.900000,7.900000,7.900000,7.900000,7.525589,0
2017-02-10,7.910000,7.910000,7.910000,7.910000,7.535115,0
2017-02-13,7.950000,7.950000,7.950000,7.950000,7.573219,0
2017-02-14,7.930000,7.930000,7.930000,7.930000,7.554167,0
2017-02-15,7.960000,7.960000,7.960000,7.960000,7.582746,0
2017-02-16,7.970000,7.970000,7.970000,7.970000,7.592271,0
2017-02-17,7.940000,7.940000,7.940000,7.940000,7.563693,0
2017-02-21,7.960000,7.960000,7.960000,7.960000,7.582746,0
2017-02-22,7.960000,7.960000,7.960000,7.960000,7.582746,0
2017-02-23,7.960000,7.960000,7.960000,7.960000,7.582746,0
2017-02-24,7.890000,7.890000,7.890000,7.890000,7.516063,0
2017-02-27,7.890000,7.890000,7.890000,7.890000,7.516063,0
2017-02-28,7.900000,7.900000,7.900000,7.900000,7.525589,0
2017-03-01,7.990000,7.990000,7.990000,7.990000,7.611323,0
2017-03-02,7.940000,7.940000,7.940000,7.940000,7.563693,0
2017-03-03,8.000000,8.000000,8.000000,8.000000,7.620850,0
2017-03-06,7.960000,7.960000,7.960000,7.960000,7.582746,0
2017-03-07,7.930000,7.930000,7.930000,7.930000,7.554167,0
2017-03-08,7.910000,7.910000,7.910000,7.910000,7.535115,0
2017-03-09,7.970000,7.970000,7.970000,7.970000,7.592271,0
2017-03-10,8.030000,8.030000,8.030000,8.030000,7.649427,0
2017-03-13,8.050000,8.050000,8.050000,8.050000,7.668480,0
2017-03-14,7.990000,7.990000,7.990000,7.990000,7.611323,0
2017-03-15,8.100000,8.100000,8.100000,8.100000,7.716111,0
2017-03-16,8.140000,8.140000,8.140000,8.140000,7.754215,0
2017-03-17,8.150000,8.150000,8.150000,8.150000,7.763741,0
2017-03-20,8.130000,8.130000,8.130000,8.130000,7.744689,0
2017-03-21,8.090000,8.090000,8.090000,8.090000,7.706584,0
2017-03-22,8.070000,8.070000,8.070000,8.070000,7.687531,0
2017-03-23,8.090000,8.090000,8.090000,8.090000,7.706584,0
2017-03-24,8.110000,8.110000,8.110000,8.110000,7.725636,0
2017-03-27,8.140000,8.140000,8.140000,8.140000,7.754215,0
2017-03-28,8.180000,8.180000,8.180000,8.180000,7.792319,0
2017-03-29,8.180000,8.180000,8.180000,8.180000,7.792319,0
2017-03-30,8.160000,8.160000,8.160000,8.160000,7.773266,0
2017-03-31,8.150000,8.150000,8.150000,8.150000,7.763741,0
2017-04-03,8.120000,8.120000,8.120000,8.120000,7.735162,0
